employeeid,fullname,department,jobtitle,email,gender,hiredate,terminationdate,salary,managerid,performancerating,status,hire_year,hire_month,hire_quarter,termination_year,termination_month,termination_quarter,tenure_days,tenure_years,tenure_band,performance_category,department_size,manager_span_of_control,is_active,is_terminated,has_manager,has_performance_rating,dept_avg_salary,job_avg_salary,salary_vs_dept_avg,salary_vs_job_avg,seniority_level,tenure_at_termination,early_attrition,salary_band
PNR-1442,Aditya Taylor,Human Resources,Hr Coordinator,employee.1442@pnrao.com,Female,2024-07-05,2027-05-19,55641.0,,4.0,Terminated,2024,7,3,2027.0,5.0,2.0,1048,2.87,1-3 years,Good,106,0,0,1,0,1,68801.09,68340.05,-19.13,-18.58,Mid-Level,2.869267624914442,0,<60K
PNR-1443,Chris Sharma,Quality Control,Qc Inspector,chris.sharma@company.com,Female,2020-04-14,,82829.0,PNR-1895,4.0,Active,2020,4,2,,,,2024,5.54,5-10 years,Good,108,2,1,0,1,1,109570.66,70667.88,-24.41,17.21,Senior,,0,80K-100K
PNR-1444,Chris Brown,Production,Operations Manager,employee.1444@pnrao.com,Male,2024-02-01,,132761.0,,,Active,2024,2,1,,,,636,1.74,1-3 years,,112,0,1,0,0,0,102837.83,152476.11,29.1,-12.93,Junior,,0,100K-150K
PNR-1445,Emma Sharma,Logistics,Warehouse Associate,employee.1445@pnrao.com,Female,2025-01-03,,55110.0,PNR-1663,,Active,2025,1,1,,,,299,0.82,0-1 years,,111,1,1,0,1,0,70560.61,69795.08,-21.9,-21.04,Junior,,0,<60K
PNR-1446,David Sharma,It Support,Help Desk Specialist,employee.1446@pnrao.com,Male,2019-01-20,,78072.0,PNR-1942,3.0,Active,2019,1,1,,,,2474,6.77,5-10 years,Average,98,5,1,0,1,1,96490.2,70990.91,-19.09,9.97,Senior,,0,60K-80K
PNR-1447,Saanvi Patel,Marketing,Marketing Manager,employee.1447@pnrao.com,Male,2024-02-02,,148958.0,,4.0,Active,2024,2,1,,,,635,1.74,1-3 years,Good,95,0,1,0,0,1,93037.96,150297.96,60.1,-0.89,Junior,,0,100K-150K
PNR-1450,Emma Kumar,Logistics,Warehouse Associate,employee.1450@pnrao.com,Non-Binary,2020-05-18,,81388.0,PNR-2655,,Active,2020,5,2,,,,1990,5.45,5-10 years,,111,2,1,0,1,0,70560.61,69795.08,15.34,16.61,Senior,,0,80K-100K
PNR-1451,Olivia Sharma,Sales,Account Manager,employee.1451@pnrao.com,Female,2024-04-16,,127315.0,,3.0,Active,2024,4,2,,,,561,1.54,1-3 years,Average,104,0,1,0,0,1,121525.81,151582.0,4.76,-16.01,Junior,,0,100K-150K
PNR-1454,Anika Jones,Production,Operations Manager,employee.1454@pnrao.com,Non-Binary,2019-06-07,,154281.0,,3.0,Active,2019,6,2,,,,2336,6.4,5-10 years,Average,112,0,1,0,0,1,102837.83,152476.11,50.02,1.18,Senior,,0,150K+
PNR-1456,David Singh,Finance,Controller,employee.1456@pnrao.com,Female,2025-02-14,2028-03-06,64900.0,PNR-2129,2.0,Terminated,2025,2,1,2028.0,3.0,1.0,1116,3.06,3-5 years,Below Average,87,2,0,1,1,1,69535.21,68783.8,-6.67,-5.65,Mid-Level,3.055441478439425,0,60K-80K
PNR-1461,Priya Patel,It Support,It Technician,employee.1461@pnrao.com,Non-Binary,2018-12-20,,71954.5,PNR-1280,5.0,Active,2018,12,4,,,,2505,6.86,5-10 years,Excellent,98,3,1,0,1,1,96490.2,71783.83,-25.43,0.24,Senior,,0,60K-80K
PNR-1463,David Brown,Finance,Accountant,employee.1463@pnrao.com,Female,2022-04-23,,63047.0,PNR-1888,5.0,Active,2022,4,2,,,,1285,3.52,3-5 years,Excellent,87,3,1,0,1,1,69535.21,69549.67,-9.33,-9.35,Mid-Level,,0,60K-80K
PNR-1466,Sarah Jones,Research & Development,Research Lead,employee.1466@pnrao.com,Non-Binary,2019-01-21,,95906.0,PNR-1186,2.0,Active,2019,1,1,,,,2473,6.77,5-10 years,Below Average,98,2,1,0,1,1,85614.79,109962.86,12.02,-12.78,Senior,,0,80K-100K
PNR-1467,Mary Patel,Sales,Account Manager,employee.1467@pnrao.com,Non-Binary,2022-01-01,2026-04-16,140483.0,,4.0,Terminated,2022,1,1,2026.0,4.0,2.0,1566,4.29,3-5 years,Good,104,0,0,1,0,1,121525.81,151582.0,15.6,-7.32,Mid-Level,4.287474332648871,0,100K-150K
PNR-1469,Priya Jones,Quality Control,Qc Inspector,employee.1469@pnrao.com,Non-Binary,2024-06-30,,73135.0,PNR-1367,5.0,Active,2024,6,2,,,,486,1.33,1-3 years,Excellent,108,2,1,0,1,1,109570.66,70667.88,-33.25,3.49,Junior,,0,60K-80K
PNR-1470,Sarah Kumar,Production,Operations Manager,employee.1470@pnrao.com,Male,2019-07-11,,149881.0,,5.0,Active,2019,7,3,,,,2302,6.3,5-10 years,Excellent,112,0,1,0,0,1,102837.83,152476.11,45.75,-1.7,Senior,,0,100K-150K
PNR-1474,Olivia Wilson,Production,Production Worker,employee.1474@pnrao.com,Female,2024-11-06,,74577.0,PNR-2202,,Active,2024,11,4,,,,357,0.98,0-1 years,,112,1,1,0,1,0,102837.83,72077.59,-27.48,3.47,Junior,,0,60K-80K
PNR-1475,Mary Brown,It Support,It Manager,employee.1475@pnrao.com,Non-Binary,2020-10-22,,130846.0,,3.0,Active,2020,10,4,,,,1833,5.02,5-10 years,Average,98,0,1,0,0,1,96490.2,145851.08,35.61,-10.29,Senior,,0,100K-150K
PNR-1478,Mary Singh,Marketing,Digital Marketer,employee.1478@pnrao.com,Unknown,2020-10-22,2026-02-07,60247.0,PNR-1186,,Terminated,2020,10,4,2026.0,2.0,1.0,1934,5.3,5-10 years,,95,2,0,1,1,0,93037.96,67941.78,-35.24,-11.33,Senior,5.295003422313484,0,60K-80K
PNR-1480,Michael Wilson,Research & Development,Research Lead,employee.1480@pnrao.com,Non-Binary,2021-01-10,,93058.0,PNR-2281,4.0,Active,2021,1,1,,,,1753,4.8,3-5 years,Good,98,2,1,0,1,1,85614.79,109962.86,8.69,-15.37,Mid-Level,,0,80K-100K
PNR-1483,Mary Patel,Research & Development,Scientist,employee.1483@pnrao.com,Female,2024-01-28,,74182.0,PNR-2339,2.0,Active,2024,1,1,,,,640,1.75,1-3 years,Below Average,98,3,1,0,1,1,85614.79,72557.95,-13.35,2.24,Junior,,0,60K-80K
PNR-1486,Rohan Brown,Finance,Financial Analyst,employee.1486@pnrao.com,Female,2020-03-19,,77902.0,PNR-1775,2.0,Active,2020,3,1,,,,2050,5.61,5-10 years,Below Average,87,2,1,0,1,1,69535.21,70138.18,12.03,11.07,Senior,,0,60K-80K
PNR-1487,Priya Sharma,It Support,Help Desk Specialist,employee.1487@pnrao.com,Non-Binary,2023-12-15,,75044.0,PNR-1775,2.0,Active,2023,12,4,,,,684,1.87,1-3 years,Below Average,98,2,1,0,1,1,96490.2,70990.91,-22.23,5.71,Junior,,0,60K-80K
PNR-1488,Priya Wilson,Finance,Controller,employee.1488@pnrao.com,Male,2018-07-27,2022-08-11,73856.0,PNR-1439,2.0,Terminated,2018,7,3,2022.0,8.0,3.0,1476,4.04,3-5 years,Below Average,87,1,0,1,1,1,69535.21,68783.8,6.21,7.37,Mid-Level,4.041067761806982,0,60K-80K
PNR-1491,Chris Taylor,Finance,Financial Analyst,employee.1491@pnrao.com,Female,2021-01-19,,73568.0,PNR-1438,5.0,Active,2021,1,1,,,,1744,4.77,3-5 years,Excellent,87,2,1,0,1,1,69535.21,70138.18,5.8,4.89,Mid-Level,,0,60K-80K
PNR-1495,Michael Taylor,Quality Control,Qc Manager,employee.1495@pnrao.com,Male,2018-02-21,,138977.0,,3.0,Active,2018,2,1,,,,2807,7.69,5-10 years,Average,108,0,1,0,0,1,109570.66,151465.96,26.84,-8.25,Senior,,0,100K-150K
PNR-1498,Chris Jones,Quality Control,Qc Inspector,employee.1498@pnrao.com,Male,2022-06-14,,62442.0,,5.0,Active,2022,6,2,,,,1233,3.38,3-5 years,Excellent,108,0,1,0,0,1,109570.66,70667.88,-43.01,-11.64,Mid-Level,,0,60K-80K
PNR-1500,Priya Jones,It Support,It Technician,employee.1500@pnrao.com,Non-Binary,2024-12-25,,77341.0,PNR-2242,5.0,Active,2024,12,4,,,,308,0.84,0-1 years,Excellent,98,1,1,0,1,1,96490.2,71783.83,-19.85,7.74,Junior,,0,60K-80K
PNR-1501,Sarah Taylor,Finance,Financial Analyst,employee.1501@pnrao.com,Non-Binary,2019-10-18,,69746.0,PNR-1554,5.0,Active,2019,10,4,,,,2203,6.03,5-10 years,Excellent,87,3,1,0,1,1,69535.21,70138.18,0.3,-0.56,Senior,,0,60K-80K
PNR-1502,Rohan Patel,Production,Line Supervisor,employee.1502@pnrao.com,Non-Binary,2025-03-28,,76291.0,PNR-2926,2.0,Active,2025,3,1,,,,215,0.59,0-1 years,Below Average,112,3,1,0,1,1,102837.83,69824.22,-25.81,9.26,Junior,,0,60K-80K
PNR-1503,Aarav Taylor,Sales,Sales Associate,employee.1503@pnrao.com,Non-Binary,2024-07-21,,60237.0,PNR-1788,5.0,Active,2024,7,3,,,,465,1.27,1-3 years,Excellent,104,2,1,0,1,1,121525.81,72548.22,-50.43,-16.97,Junior,,0,60K-80K
PNR-1504,Rohan Smith,Marketing,Marketing Coordinator,employee.1504@pnrao.com,Female,2022-09-05,,74111.0,PNR-1424,2.0,Active,2022,9,3,,,,1150,3.15,3-5 years,Below Average,95,1,1,0,1,1,93037.96,72400.67,-20.34,2.36,Mid-Level,,0,60K-80K
PNR-1506,Aditya Patel,Quality Control,Qc Inspector,employee.1506@pnrao.com,Female,2023-09-18,2026-01-17,72878.0,PNR-2580,5.0,Terminated,2023,9,3,2026.0,1.0,1.0,852,2.33,1-3 years,Excellent,108,1,0,1,1,1,109570.66,70667.88,-33.49,3.13,Mid-Level,2.3326488706365502,0,60K-80K
PNR-1508,Olivia Sharma,Human Resources,Hr Generalist,employee.1508@pnrao.com,Female,2022-11-27,,66896.0,PNR-1232,5.0,Active,2022,11,4,,,,1067,2.92,1-3 years,Excellent,106,1,1,0,1,1,68801.09,69030.22,-2.77,-3.09,Mid-Level,,0,60K-80K
PNR-1510,Mary Jones,Production,Line Supervisor,employee.1510@pnrao.com,Unknown,2022-06-27,,69314.0,,,Active,2022,6,2,,,,1220,3.34,3-5 years,,112,0,1,0,0,0,102837.83,69824.22,-32.6,-0.73,Mid-Level,,0,60K-80K
PNR-1512,Priya Kumar,Marketing,Digital Marketer,employee.1512@pnrao.com,Non-Binary,2022-05-18,,77402.0,PNR-2100,3.0,Active,2022,5,2,,,,1260,3.45,3-5 years,Average,95,2,1,0,1,1,93037.96,67941.78,-16.81,13.92,Mid-Level,,0,60K-80K
PNR-1515,Anika Singh,Sales,Regional Sales Manager,employee.1515@pnrao.com,Male,2020-12-22,2026-04-19,173345.0,,5.0,Terminated,2020,12,4,2026.0,4.0,2.0,1944,5.32,5-10 years,Excellent,104,0,0,1,0,1,121525.81,145982.17,42.64,18.74,Senior,5.322381930184805,0,150K+
PNR-1516,Saanvi Sharma,Production,Operations Manager,employee.1516@pnrao.com,Female,2021-08-14,,173076.0,,4.0,Active,2021,8,3,,,,1537,4.21,3-5 years,Good,112,0,1,0,0,1,102837.83,152476.11,68.3,13.51,Mid-Level,,0,150K+
PNR-1520,Olivia Brown,Logistics,Logistics Coordinator,employee.1520@pnrao.com,Male,2024-01-10,2028-09-21,70997.0,PNR-2915,3.0,Terminated,2024,1,1,2028.0,9.0,3.0,1716,4.7,3-5 years,Average,111,4,0,1,1,1,70560.61,71165.63,0.62,-0.24,Mid-Level,4.698151950718686,0,60K-80K
PNR-1522,Michael Williams,Research & Development,Scientist,employee.1522@pnrao.com,Female,2019-12-03,,67575.0,PNR-2241,2.0,Active,2019,12,4,,,,2157,5.91,5-10 years,Below Average,98,1,1,0,1,1,85614.79,72557.95,-21.07,-6.87,Senior,,0,60K-80K
PNR-1525,Aditya Jones,Quality Control,Qc Inspector,employee.1525@pnrao.com,Male,2021-02-11,,56960.0,PNR-2508,5.0,Active,2021,2,1,,,,1721,4.71,3-5 years,Excellent,108,2,1,0,1,1,109570.66,70667.88,-48.02,-19.4,Mid-Level,,0,<60K
PNR-1526,Saanvi Patel,Sales,Sales Associate,employee.1526@pnrao.com,Male,2019-08-29,,75369.0,PNR-2496,5.0,Active,2019,8,3,,,,2253,6.17,5-10 years,Excellent,104,4,1,0,1,1,121525.81,72548.22,-37.98,3.89,Senior,,0,60K-80K
PNR-1528,Aarav Wilson,Finance,Accountant,employee.1528@pnrao.com,Male,2024-08-23,,69856.0,PNR-1280,4.0,Active,2024,8,3,,,,432,1.18,1-3 years,Good,87,3,1,0,1,1,69535.21,69549.67,0.46,0.44,Junior,,0,60K-80K
PNR-1529,Priya Kumar,Research & Development,Scientist,employee.1529@pnrao.com,Male,2020-09-11,,73457.0,PNR-2421,4.0,Active,2020,9,3,,,,1874,5.13,5-10 years,Good,98,5,1,0,1,1,85614.79,72557.95,-14.2,1.24,Senior,,0,60K-80K
PNR-1532,David Smith,Human Resources,Hr Coordinator,employee.1532@pnrao.com,Female,2023-04-09,,55353.0,PNR-2918,5.0,Active,2023,4,2,,,,934,2.56,1-3 years,Excellent,106,2,1,0,1,1,68801.09,68340.05,-19.55,-19.0,Mid-Level,,0,<60K
PNR-1534,Michael Jones,Sales,Sales Associate,employee.1534@pnrao.com,Female,2018-08-24,,65323.0,PNR-1964,3.0,Active,2018,8,3,,,,2623,7.18,5-10 years,Average,104,4,1,0,1,1,121525.81,72548.22,-46.25,-9.96,Senior,,0,60K-80K
PNR-1537,Chris Patel,Production,Line Supervisor,employee.1537@pnrao.com,Male,2022-07-30,,84053.0,PNR-1494,5.0,Active,2022,7,3,,,,1187,3.25,3-5 years,Excellent,112,1,1,0,1,1,102837.83,69824.22,-18.27,20.38,Mid-Level,,0,80K-100K
PNR-1543,Olivia Wilson,Research & Development,Research Lead,employee.1543@pnrao.com,Non-Binary,2023-09-28,,129958.0,PNR-1677,2.0,Active,2023,9,3,,,,762,2.09,1-3 years,Below Average,98,2,1,0,1,1,85614.79,109962.86,51.79,18.18,Mid-Level,,0,100K-150K
PNR-1544,Sarah Wilson,Human Resources,Hr Generalist,employee.1544@pnrao.com,Male,2021-03-17,,67193.0,PNR-2441,3.0,Active,2021,3,1,,,,1687,4.62,3-5 years,Average,106,1,1,0,1,1,68801.09,69030.22,-2.34,-2.66,Mid-Level,,0,60K-80K
PNR-1546,John Sharma,Research & Development,Scientist,john.sharma@company.com,Non-Binary,2022-08-31,,60780.0,PNR-1621,,Active,2022,8,3,,,,1155,3.16,3-5 years,,98,1,1,0,1,0,85614.79,72557.95,-29.01,-16.23,Mid-Level,,0,60K-80K
PNR-1547,Priya Kumar,Quality Control,Qc Inspector,employee.1547@pnrao.com,Male,2020-11-30,,81473.0,,,Active,2020,11,4,,,,1794,4.91,3-5 years,,108,0,1,0,0,0,109570.66,70667.88,-25.64,15.29,Mid-Level,,0,80K-100K
PNR-1548,Michael Taylor,Human Resources,Hr Coordinator,employee.1548@pnrao.com,Male,2021-05-21,,77589.0,PNR-2704,5.0,Active,2021,5,2,,,,1622,4.44,3-5 years,Excellent,106,2,1,0,1,1,68801.09,68340.05,12.77,13.53,Mid-Level,,0,60K-80K
PNR-1552,Sarah Williams,Finance,Financial Analyst,sarah.williams@company.com,Male,2019-02-18,2023-02-18,72900.0,,4.0,Terminated,2019,2,1,2023.0,2.0,1.0,1461,4.0,3-5 years,Good,87,0,0,1,0,1,69535.21,70138.18,4.84,3.94,Mid-Level,4.0,0,60K-80K
PNR-1553,Chris Taylor,Research & Development,Lab Technician,employee.1553@pnrao.com,Female,2023-05-03,,82154.0,PNR-2118,4.0,Active,2023,5,2,,,,910,2.49,1-3 years,Good,98,3,1,0,1,1,85614.79,69766.0,-4.04,17.76,Mid-Level,,0,80K-100K
PNR-1554,Sarah Brown,Marketing,Marketing Manager,employee.1554@pnrao.com,Non-Binary,2022-02-22,,167036.0,,4.0,Active,2022,2,1,,,,1345,3.68,3-5 years,Good,95,18,1,0,1,1,93037.96,150297.96,79.54,11.14,Mid-Level,,0,150K+
PNR-1555,John Sharma,It Support,It Technician,employee.1555@pnrao.com,Male,2018-11-29,,74265.0,PNR-2460,4.0,Active,2018,11,4,,,,2526,6.92,5-10 years,Good,98,1,1,0,1,1,96490.2,71783.83,-23.03,3.46,Senior,,0,60K-80K
PNR-1557,Priya Wilson,Finance,Financial Analyst,employee.1557@pnrao.com,Male,2024-10-12,,64484.0,PNR-2292,2.0,Active,2024,10,4,,,,382,1.05,1-3 years,Below Average,87,1,1,0,1,1,69535.21,70138.18,-7.26,-8.06,Junior,,0,60K-80K
PNR-1558,Chris Patel,Production,Line Supervisor,employee.1558@pnrao.com,Female,2019-02-22,,80756.0,PNR-1647,4.0,Active,2019,2,1,,,,2441,6.68,5-10 years,Good,112,2,1,0,1,1,102837.83,69824.22,-21.47,15.66,Senior,,0,80K-100K
PNR-1560,Sarah Brown,Logistics,Logistics Coordinator,employee.1560@pnrao.com,Male,2022-04-24,,72385.0,PNR-1999,,Active,2022,4,2,,,,1284,3.52,3-5 years,,111,3,1,0,1,0,70560.61,71165.63,2.59,1.71,Mid-Level,,0,60K-80K
PNR-1562,Chris Taylor,Finance,Controller,employee.1562@pnrao.com,Male,2018-02-24,,60421.0,PNR-2750,4.0,Active,2018,2,1,,,,2804,7.68,5-10 years,Good,87,1,1,0,1,1,69535.21,68783.8,-13.11,-12.16,Senior,,0,60K-80K
PNR-1564,Anika Sharma,Production,Production Worker,employee.1564@pnrao.com,Male,2023-07-22,,71532.0,PNR-2121,4.0,Active,2023,7,3,,,,830,2.27,1-3 years,Good,112,1,0,1,1,1,102837.83,72077.59,-30.44,-0.76,Mid-Level,,0,60K-80K
PNR-1570,Mary Singh,Research & Development,Scientist,employee.1570@pnrao.com,Male,2025-01-31,,77072.0,PNR-1243,5.0,Active,2025,1,1,,,,271,0.74,0-1 years,Excellent,98,1,1,0,1,1,85614.79,72557.95,-9.98,6.22,Junior,,0,60K-80K
PNR-1572,Chris Wilson,Quality Control,Qc Manager,employee.1572@pnrao.com,Non-Binary,2021-04-20,,128765.0,,5.0,Active,2021,4,2,,,,1653,4.53,3-5 years,Excellent,108,0,1,0,0,1,109570.66,151465.96,17.52,-14.99,Mid-Level,,0,100K-150K
PNR-1574,David Brown,Research & Development,Lab Technician,employee.1574@pnrao.com,Unknown,2024-04-21,,57580.0,PNR-1331,3.0,Active,2024,4,2,,,,556,1.52,1-3 years,Average,98,1,1,0,1,1,85614.79,69766.0,-32.75,-17.47,Junior,,0,<60K
PNR-1575,Chris Taylor,Marketing,Digital Marketer,employee.1575@pnrao.com,Male,2019-09-04,,68700.0,PNR-2169,4.0,Active,2019,9,3,,,,2247,6.15,5-10 years,Good,95,4,1,0,1,1,93037.96,67941.78,-26.16,1.12,Senior,,0,60K-80K
PNR-1577,Mary Sharma,Research & Development,Scientist,employee.1577@pnrao.com,Non-Binary,2018-01-02,2018-09-20,84352.0,PNR-2455,5.0,Terminated,2018,1,1,2018.0,9.0,3.0,261,0.71,0-1 years,Excellent,98,1,0,1,1,1,85614.79,72557.95,-1.47,16.25,Junior,0.7145790554414785,1,80K-100K
PNR-1578,Olivia Williams,Marketing,Marketing Coordinator,employee.1578@pnrao.com,Male,2022-10-03,,83708.0,PNR-2831,4.0,Active,2022,10,4,,,,1122,3.07,3-5 years,Good,95,3,1,0,1,1,93037.96,72400.67,-10.03,15.62,Mid-Level,,0,80K-100K
PNR-1579,Mary Williams,Marketing,Digital Marketer,employee.1579@pnrao.com,Male,2018-12-20,,64834.0,PNR-1410,3.0,Active,2018,12,4,,,,2505,6.86,5-10 years,Average,95,4,1,0,1,1,93037.96,67941.78,-30.31,-4.57,Senior,,0,60K-80K
PNR-1581,Michael Williams,Marketing,Marketing Manager,employee.1581@pnrao.com,Non-Binary,2018-10-09,,120643.0,,5.0,Active,2018,10,4,,,,2577,7.06,5-10 years,Excellent,95,0,1,0,0,1,93037.96,150297.96,29.67,-19.73,Senior,,0,100K-150K
PNR-1583,Olivia Singh,Human Resources,Hr Generalist,employee.1583@pnrao.com,Female,2023-04-27,2028-03-22,68703.0,PNR-2952,3.0,Terminated,2023,4,2,2028.0,3.0,1.0,1791,4.9,3-5 years,Average,106,3,0,1,1,1,68801.09,69030.22,-0.14,-0.47,Mid-Level,4.903490759753593,0,60K-80K
PNR-1587,Chris Wilson,It Support,It Technician,employee.1587@pnrao.com,Non-Binary,2018-12-23,,59898.0,PNR-2579,2.0,Active,2018,12,4,,,,2502,6.85,5-10 years,Below Average,98,1,1,0,1,1,96490.2,71783.83,-37.92,-16.56,Senior,,0,<60K
PNR-1588,Mary Sharma,Quality Control,Qc Inspector,employee.1588@pnrao.com,Female,2021-03-06,,65568.0,PNR-2331,4.0,Active,2021,3,1,,,,1698,4.65,3-5 years,Good,108,3,1,0,1,1,109570.66,70667.88,-40.16,-7.22,Mid-Level,,0,60K-80K
PNR-1589,Anika Sharma,Logistics,Logistics Coordinator,employee.1589@pnrao.com,Male,2023-04-28,,78297.0,PNR-1674,4.0,Active,2023,4,2,,,,915,2.51,1-3 years,Good,111,4,1,0,1,1,70560.61,71165.63,10.96,10.02,Mid-Level,,0,60K-80K
PNR-1594,Saanvi Williams,Sales,Account Manager,saanvi.williams@company.com,Male,2024-07-02,,159200.0,,2.0,Active,2024,7,3,,,,484,1.33,1-3 years,Below Average,104,0,1,0,0,1,121525.81,151582.0,31.0,5.03,Junior,,0,150K+
PNR-1595,Olivia Brown,It Support,It Manager,employee.1595@pnrao.com,Female,2018-05-12,,154672.0,,4.0,Active,2018,5,2,,,,2727,7.47,5-10 years,Good,98,0,1,0,0,1,96490.2,145851.08,60.3,6.05,Senior,,0,150K+
PNR-1603,Anika Patel,Marketing,Marketing Coordinator,employee.1603@pnrao.com,Female,2025-09-28,,74450.0,PNR-2758,2.0,Active,2025,9,3,,,,31,0.08,0-1 years,Below Average,95,2,1,0,1,1,93037.96,72400.67,-19.98,2.83,Junior,,0,60K-80K
PNR-1605,Sarah Wilson,Human Resources,Recruiter,employee.1605@pnrao.com,Unknown,2021-01-08,,81226.0,PNR-1622,5.0,Active,2021,1,1,,,,1755,4.8,3-5 years,Excellent,106,3,1,0,1,1,68801.09,69157.24,18.06,17.45,Mid-Level,,0,80K-100K
PNR-1606,Emma Wilson,Sales,Regional Sales Manager,employee.1606@pnrao.com,Non-Binary,2025-03-19,,164837.0,,3.0,Active,2025,3,1,,,,224,0.61,0-1 years,Average,104,0,1,0,0,1,121525.81,145982.17,35.64,12.92,Junior,,0,150K+
PNR-1609,Olivia Patel,Quality Control,Qc Manager,employee.1609@pnrao.com,Female,2018-03-04,,135733.0,,5.0,Active,2018,3,1,,,,2796,7.66,5-10 years,Excellent,108,18,1,0,1,1,109570.66,151465.96,23.88,-10.39,Senior,,0,100K-150K
PNR-1612,Chris Jones,It Support,It Technician,employee.1612@pnrao.com,Female,2019-10-21,,69266.0,PNR-1806,4.0,Active,2019,10,4,,,,2200,6.02,5-10 years,Good,98,3,1,0,1,1,96490.2,71783.83,-28.21,-3.51,Senior,,0,60K-80K
PNR-1616,Aditya Smith,Sales,Regional Sales Manager,employee.1616@pnrao.com,Unknown,2023-03-06,,150591.0,,,Active,2023,3,1,,,,968,2.65,1-3 years,,104,0,0,1,0,0,121525.81,145982.17,23.92,3.16,Mid-Level,,0,150K+
PNR-1617,Chris Wilson,Finance,Financial Analyst,employee.1617@pnrao.com,Male,2018-12-10,,78020.0,PNR-2398,5.0,Active,2018,12,4,,,,2515,6.89,5-10 years,Excellent,87,2,1,0,1,1,69535.21,70138.18,12.2,11.24,Senior,,0,60K-80K
PNR-1618,Mary Taylor,Production,Production Worker,employee.1618@pnrao.com,Female,2025-08-17,,81172.0,PNR-2211,2.0,Active,2025,8,3,,,,73,0.2,0-1 years,Below Average,112,3,1,0,1,1,102837.83,72077.59,-21.07,12.62,Junior,,0,80K-100K
PNR-1620,Michael Taylor,Human Resources,Hr Generalist,employee.1620@pnrao.com,Female,2020-12-20,,64917.0,PNR-1715,5.0,Active,2020,12,4,,,,1774,4.86,3-5 years,Excellent,106,2,1,0,1,1,68801.09,69030.22,-5.65,-5.96,Mid-Level,,0,60K-80K
PNR-1625,Anika Brown,It Support,Help Desk Specialist,employee.1625@pnrao.com,Male,2019-08-05,,76924.0,PNR-1898,3.0,Active,2019,8,3,,,,2277,6.23,5-10 years,Average,98,1,1,0,1,1,96490.2,70990.91,-20.28,8.36,Senior,,0,60K-80K
PNR-1626,Chris Brown,Production,Line Supervisor,employee.1626@pnrao.com,Male,2025-06-17,,60275.0,PNR-2902,4.0,Active,2025,6,2,,,,134,0.37,0-1 years,Good,112,1,1,0,1,1,102837.83,69824.22,-41.39,-13.68,Junior,,0,60K-80K
PNR-1627,Aarav Jones,Logistics,Warehouse Associate,employee.1627@pnrao.com,Male,2022-12-16,,73442.0,PNR-1514,4.0,Active,2022,12,4,,,,1048,2.87,1-3 years,Good,111,1,0,1,1,1,70560.61,69795.08,4.08,5.23,Mid-Level,,0,60K-80K
PNR-1628,Anika Patel,Sales,Account Manager,employee.1628@pnrao.com,Male,2025-02-19,,165092.0,,2.0,Active,2025,2,1,,,,252,0.69,0-1 years,Below Average,104,18,1,0,1,1,121525.81,151582.0,35.85,8.91,Junior,,0,150K+
PNR-1629,Emma Kumar,Finance,Controller,employee.1629@pnrao.com,Female,2025-07-03,,82179.0,PNR-1382,3.0,Active,2025,7,3,,,,118,0.32,0-1 years,Average,87,2,1,0,1,1,69535.21,68783.8,18.18,19.47,Junior,,0,80K-100K
PNR-1630,David Singh,Production,Operations Manager,employee.1630@pnrao.com,Male,2020-12-01,,122856.0,,3.0,Active,2020,12,4,,,,1793,4.91,3-5 years,Average,112,0,1,0,0,1,102837.83,152476.11,19.47,-19.43,Mid-Level,,0,100K-150K
PNR-1633,John Wilson,Sales,Regional Sales Manager,john.wilson@company.com,Non-Binary,2025-01-25,,153225.0,,5.0,Active,2025,1,1,,,,277,0.76,0-1 years,Excellent,104,0,1,0,0,1,121525.81,145982.17,26.08,4.96,Junior,,0,150K+
PNR-1634,Emma Kumar,Logistics,Logistics Coordinator,employee.1634@pnrao.com,Female,2023-08-12,,80601.0,PNR-2829,3.0,Active,2023,8,3,,,,809,2.21,1-3 years,Average,111,3,1,0,1,1,70560.61,71165.63,14.23,13.26,Mid-Level,,0,80K-100K
PNR-1636,Olivia Jones,Marketing,Digital Marketer,employee.1636@pnrao.com,Non-Binary,2022-11-24,,65118.0,PNR-2678,,Active,2022,11,4,,,,1070,2.93,1-3 years,,95,3,1,0,1,0,93037.96,67941.78,-30.01,-4.16,Mid-Level,,0,60K-80K
PNR-1639,Michael Brown,Finance,Financial Analyst,employee.1639@pnrao.com,Unknown,2025-08-27,,62691.0,,,Active,2025,8,3,,,,63,0.17,0-1 years,,87,0,1,0,0,0,69535.21,70138.18,-9.84,-10.62,Junior,,0,60K-80K
PNR-1640,Rohan Sharma,Sales,Account Manager,employee.1640@pnrao.com,Male,2023-06-04,,171495.0,,2.0,Active,2023,6,2,,,,878,2.4,1-3 years,Below Average,104,0,1,0,0,1,121525.81,151582.0,41.12,13.14,Mid-Level,,0,150K+
PNR-1642,David Patel,Marketing,Marketing Coordinator,employee.1642@pnrao.com,Male,2019-08-15,,74111.0,PNR-1382,2.0,Active,2019,8,3,,,,2267,6.21,5-10 years,Below Average,95,2,1,0,1,1,93037.96,72400.67,-20.34,2.36,Senior,,0,60K-80K
