EmployeeID,FullName,Department,JobTitle,Email,Gender,HireDate,TerminationDate,Salary,ManagerID,PerformanceRating,Status
" PNR-1479 ","Aarav Singh","Marketing","Marketing Manager","employee.1479@pnrao.com","Non-binary","2019-10-04","#N/A","","","3",""
"PNR-1480","Michael Wilson"," Research & Development ","Research Lead","employee.1480@pnrao.com","Non-binary","2021-01-10","","93058","PNR-2281","4","Active"
"PNR-1481","","Quality Control","QC Inspector","#N/A","#N/A","2020-02-16","","71808","","2","Active"
"PNR-1482"," John Wilson ","Marketing","Digital Marketer","employee.1482@pnrao.com","Non-binary"," 2021-12-10 ","","56892","PNR-2533","4",""
"PNR-1483","Mary Patel","Research & Development","Scientist"," employee.1483@pnrao.com ","Female","2024-01-28","","74182","PNR-2339","2","Active"
"PNR-1483","Mary Patel","Research & Development","Scientist","employee.1483@pnrao.com","Female","2024-01-28","","74182","PNR-2339","2","Active"
"PNR-1485","Priya Brown","Marketing","","employee.1485@pnrao.com","Non-binary","2022-03-14","","57449","PNR-2768","5","Active"
" PNR-1486 ","Rohan Brown","Finance","Financial Analyst","employee.1486@pnrao.com","Female","2020-03-19","","77902","PNR-1775","2","Active"
"PNR-1487","Priya Sharma","IT Support"," Help Desk Specialist ","employee.1487@pnrao.com","Non-binary"," 2023-12-15 ","","75044"," PNR-1775 ","2","Active"
"PNR-1488","Priya Wilson","Finance"," Controller "," employee.1488@pnrao.com ","Male","2018-07-27","2022-08-11","73856","PNR-1439","2","Terminated"
"","David Kumar","Sales","Account Manager","employee.1489@pnrao.com","Female"," 2022-05-26 ","","175366","","5"," Active "
"PNR-1490"," Rohan Singh ","Human Resources","HR Generalist","#N/A","Female","","","67698","PNR-1971","5","Active"
"PNR-1491","Chris Taylor"," Finance ","Financial Analyst","employee.1491@pnrao.com","Female"," 2021-01-19 ","  ","73568","PNR-1438","5","Active"
"#N/A"," Mary Brown "," Marketing ","Digital Marketer","employee.1492@pnrao.com","Male","2022-12-25","","75730"," PNR-1821 ","2","Active"
"PNR-1493","Anika Kumar","","QC Inspector","employee.1493@pnrao.com","Male","2025-06-28","","","PNR-1346","2","Active"
"PNR-1494","#N/A","IT Support","IT Manager","employee.1494@pnrao.com","Female","2022-12-05","","163604","","4","Active"
"PNR-1495","Michael Taylor","Quality Control","QC Manager","employee.1495@pnrao.com","Male","2018-02-21","","138977","","3","Active"
"PNR-1495","Michael Taylor","Quality Control","QC Manager","employee.1495@pnrao.com","Male","2018-02-21","","138977","","3","Active"
"PNR-1497","Mary Taylor","","Accountant","employee.1497@pnrao.com","Male","2020-03-24","","70928","PNR-1777","","Active"
"PNR-1498","Chris Jones","Quality Control"," QC Inspector ","employee.1498@pnrao.com","Male","2022-06-14","","62442","","5","Active"
"PNR-1499","Mary Singh","IT Support","IT Technician","employee.1499@pnrao.com","Non-binary","2018-04-07","","81723","PNR-1815","",""
"PNR-1500","Priya Jones","IT Support","IT Technician"," employee.1500@pnrao.com ","Non-binary","2024-12-25","","77341"," PNR-2242 ","5","Active"
"PNR-1501","Sarah Taylor","Finance","Financial Analyst","employee.1501@pnrao.com","Non-binary","2019-10-18","","","PNR-1554","5","Active"
"PNR-1502","Rohan Patel","Production"," Line Supervisor ","employee.1502@pnrao.com","Non-binary"," 2025-03-28 ","","76291","PNR-2926","2","Active"
"PNR-1503","Aarav Taylor","Sales","Sales Associate","employee.1503@pnrao.com","Non-binary","2024-07-21","","60237","PNR-1788","5","Active"
"PNR-1504","","Marketing","Marketing Coordinator","employee.1504@pnrao.com","Female","2022-09-05","","74111","PNR-1424","","Active"
"PNR-1504","Rohan Smith","Marketing","Marketing Coordinator","employee.1504@pnrao.com","Female","2022-09-05","","74111","PNR-1424","2","Active"
"PNR-1506","Aditya Patel","Quality Control","QC Inspector","employee.1506@pnrao.com","Female","2023-09-18","2026-01-17","72878","PNR-2580","5","Terminated"
"PNR-1507"," Michael Jones ","Quality Control","","employee.1507@pnrao.com","Male"," 2022-06-01 ","","","PNR-2464","3"," Active "
"PNR-1508","","#N/A","HR Generalist","#N/A","Female","2022-11-27","","66896","PNR-1232","5","Active"
"PNR-1508","Olivia Sharma","Human Resources","HR Generalist","employee.1508@pnrao.com","Female","2022-11-27","","66896","PNR-1232","5","Active"
"PNR-1510","Mary Jones","Production","Line Supervisor","employee.1510@pnrao.com","","2022-06-27","  ","","","","Active"
"PNR-1511","Sarah Kumar","Human Resources",""," employee.1511@pnrao.com ","Female","2018-04-17","","63366"," PNR-1848 ","3","Active"
" PNR-1512 ","Priya Kumar","Marketing","Digital Marketer","employee.1512@pnrao.com","Non-binary","2022-05-18","","77402","","","Active"
"PNR-1512","Priya Kumar","Marketing","Digital Marketer","employee.1512@pnrao.com","Non-binary","2022-05-18","","77402","PNR-2100","3","Active"
"PNR-1514","David Wilson","","Marketing Manager","employee.1514@pnrao.com","Non-binary","2021-05-27","2026-06-08","153019","#N/A",""," Terminated "
"PNR-1515"," Anika Singh ","Sales","Regional Sales Manager","employee.1515@pnrao.com"," Male ","#N/A"," 2026-04-19 ","173345","  ","5","Terminated"
"PNR-1515","Anika Singh","Sales","Regional Sales Manager","employee.1515@pnrao.com","Male","2020-12-22","2026-04-19","173345","","5","Terminated"
"PNR-1516","Saanvi Sharma","Production","Operations Manager","employee.1516@pnrao.com","Female","2021-08-14","","173076","","4","Active"
"PNR-1518",""," Human Resources "," HR Coordinator ","employee.1518@pnrao.com","Male","2023-06-29","2027-09-24","81081","PNR-1533","4","Terminated"
"","",""," Account Manager ","employee.1519@pnrao.com"," Non-binary ","2018-02-13","","144103","  ","2","Active"
"PNR-1520","Olivia Brown","Logistics","Logistics Coordinator","employee.1520@pnrao.com","Male","2024-01-10","2028-09-21","70997","PNR-2915","3","Terminated"
"PNR-1521"," Michael Kumar ","Marketing","Marketing Coordinator","employee.1521@pnrao.com","Female","","","82868","PNR-2072","4","Active"
"PNR-1522","Michael Williams"," Research & Development ","Scientist","employee.1522@pnrao.com","Female","2019-12-03","","67575"," PNR-2241 ","2",""
"PNR-1522","Michael Williams","Research & Development","Scientist","employee.1522@pnrao.com","Female","2019-12-03","","67575","PNR-2241","2","Active"
"PNR-1524","Chris Sharma"," Finance ","","employee.1524@pnrao.com"," Non-binary ","2022-04-04","","69920"," PNR-1112 ","","Active"
"PNR-1525"," Aditya Jones ","Quality Control","QC Inspector","employee.1525@pnrao.com","Male","2021-02-11","  ","56960","PNR-2508","5","Active"
"PNR-1526","Saanvi Patel","Sales","Sales Associate","employee.1526@pnrao.com","Male","2019-08-29","","75369","PNR-2496","5","Active"
"","Olivia Williams","Logistics","","","Male","2018-01-22","","72398","","5","Active"
"PNR-1528","Aarav Wilson"," Finance ","Accountant","employee.1528@pnrao.com","Male"," 2024-08-23 ","","69856","PNR-1280","4","Active"
"PNR-1529","Priya Kumar"," Research & Development ","Scientist","employee.1529@pnrao.com","Male","2020-09-11","",""," PNR-2421 ","4","Active"
"PNR-1530","Michael Taylor","Production","","employee.1530@pnrao.com","Non-binary","2018-04-25","#N/A","61250"," PNR-1543 ","3","Active"
"PNR-1531","#N/A","Quality Control","QC Inspector","employee.1531@pnrao.com","Non-binary","2023-11-20","2027-02-10","80202","PNR-1806","4","Terminated"
"PNR-1532","David Smith","Human Resources","HR Coordinator","employee.1532@pnrao.com","Female","2023-04-09","","55353","PNR-2918","5","Active"
"PNR-1533","#N/A"," Research & Development "," Research Lead ","","Female","2022-10-18","","94511","PNR-1850","4",""
"PNR-1534","Michael Jones","Sales"," Sales Associate ","employee.1534@pnrao.com","Female","2018-08-24","","65323","","3","Active"
"PNR-1534","Michael Jones","Sales","Sales Associate","employee.1534@pnrao.com","Female","2018-08-24","","65323","PNR-1964","3","Active"
"PNR-1536","Emma Wilson","Marketing","Marketing Coordinator"," employee.1536@pnrao.com ","","2022-04-22","",""," PNR-2172 ","5",""
"PNR-1537","Chris Patel","Production","Line Supervisor","employee.1537@pnrao.com","Male","2022-07-30","","84053","PNR-1494","5","Active"
" PNR-1538 "," Emma Brown "," Production ","Line Supervisor","employee.1538@pnrao.com","Male","2023-07-12","",""," PNR-2598 ","3",""
" PNR-1539 ","#N/A","#N/A","HR Coordinator","employee.1539@pnrao.com",""," 2020-09-14 ","#N/A","56851"," PNR-2202 ","3","Active"
"PNR-1540"," Saanvi Brown ",""," HR Coordinator ","employee.1540@pnrao.com","Non-binary","2019-10-25","","66899","PNR-1097","4","Active"
"PNR-1541","Aarav Patel","","QC Manager","employee.1541@pnrao.com"," Non-binary ","2019-05-30","","171167","  ","4","Active"
" PNR-1542 ","","Marketing","Marketing Coordinator","employee.1542@pnrao.com","Male"," 2018-09-10 ","  ","84980","PNR-2603","4","Active"
" PNR-1543 ","Olivia Wilson","Research & Development","Research Lead","employee.1543@pnrao.com","Non-binary","2023-09-28","","129958","PNR-1677","2","Active"
" PNR-1544 ","Sarah Wilson","Human Resources"," HR Generalist ","employee.1544@pnrao.com","Male","2021-03-17","","67193","PNR-2441","3","Active"
"PNR-1545","","Quality Control","QC Manager"," employee.1545@pnrao.com "," Male ","#N/A","","123140","","5","Active"
"PNR-1546","John Sharma","Research & Development"," Scientist ","","Non-binary","2022-08-31","","60780","PNR-1621",""," Active "
"PNR-1547","Priya Kumar","Quality Control","QC Inspector","employee.1547@pnrao.com","Male","2020-11-30","","81473","","","Active"
"PNR-1548","Michael Taylor","Human Resources"," HR Coordinator ","employee.1548@pnrao.com","Male","2021-05-21","","77589","PNR-2704","5","Active"
"PNR-1549","","","QC Inspector","employee.1549@pnrao.com","Non-binary","2018-06-21","","59466","PNR-1813","3"," Active "
"PNR-1550","","Logistics","Logistics Coordinator","employee.1550@pnrao.com","Male"," 2023-06-30 ","","58593","PNR-2287","5","Active"
"PNR-1551","#N/A","#N/A","Account Manager"," employee.1551@pnrao.com ","Male","2023-05-02","","136359","","2","Active"
" PNR-1552 ","Sarah Williams","Finance","Financial Analyst",""," Male ","2019-02-18","2023-02-18","72900","","4","Terminated"
"PNR-1553","Chris Taylor","Research & Development","Lab Technician"," employee.1553@pnrao.com ","Female","2023-05-03","","82154","PNR-2118","4"," Active "
"PNR-1554","Sarah Brown","Marketing"," Marketing Manager ","employee.1554@pnrao.com","Non-binary","2022-02-22","","167036","  ","4","Active"
"PNR-1555","John Sharma","IT Support","IT Technician","employee.1555@pnrao.com"," Male ","2018-11-29","","74265","PNR-2460","4","Active"
" PNR-1556 ","#N/A","#N/A","QC Inspector","employee.1556@pnrao.com","Male","","","72937","PNR-1424","3","Active"
"PNR-1557","Priya Wilson","Finance","Financial Analyst","employee.1557@pnrao.com","Male","2024-10-12","","64484","PNR-2292","2","Active"
"PNR-1558","Chris Patel","Production","Line Supervisor"," employee.1558@pnrao.com ","Female"," 2019-02-22 ","","80756","PNR-1647","4","Active"
"PNR-1559","","Production","Line Supervisor","employee.1559@pnrao.com","Non-binary","2019-10-15","  ","67854","PNR-1299","4","Active"
"PNR-1560","Sarah Brown","Logistics","Logistics Coordinator","employee.1560@pnrao.com"," Male ","2022-04-24","",""," PNR-1999 ","","Active"
"PNR-1561","Chris Williams"," Production ","Line Supervisor"," employee.1561@pnrao.com ","Female","2019-01-07","","71717","PNR-2603","4",""
"PNR-1562","Chris Taylor","Finance","Controller","","","2018-02-24","","60421"," PNR-2750 ","4","Active"
"PNR-1562","Chris Taylor","Finance","Controller","employee.1562@pnrao.com","Male","2018-02-24","","60421","PNR-2750","4","Active"
"PNR-1564","Anika Sharma","Production","Production Worker"," employee.1564@pnrao.com "," Male ","2023-07-22","","71532","PNR-2121","4","Terminated"
"PNR-1565","Michael Jones","#N/A","","employee.1565@pnrao.com","Non-binary"," 2024-08-31 ","2030-01-08","61846"," PNR-2339 ","5","Terminated"
"PNR-1566"," Chris Wilson ","Logistics","Warehouse Associate","employee.1566@pnrao.com","Non-binary","","2029-06-08","","","4","Terminated"
" PNR-1567 "," Saanvi Patel ","IT Support"," Help Desk Specialist ","","Non-binary"," 2019-09-10 ","","70968","PNR-2518","2",""
"PNR-1568"," Anika Jones ","Quality Control","","employee.1568@pnrao.com","Female","2024-08-01","","72502","PNR-1622","5","Active"
"PNR-1569","Rohan Jones","IT Support","IT Technician"," employee.1569@pnrao.com ","","#N/A","","58179","PNR-1320","5",""
"PNR-1570","Mary Singh","Research & Development","Scientist","employee.1570@pnrao.com","Male","#N/A","","77072","PNR-1243","5","Active"
"PNR-1570","Mary Singh","Research & Development","Scientist","employee.1570@pnrao.com","Male","2025-01-31","","77072","PNR-1243","5","Active"
"PNR-1572","Chris Wilson","Quality Control","QC Manager","employee.1572@pnrao.com","Non-binary","2021-04-20","","128765","#N/A","5","Active"
"PNR-1573","Olivia Kumar","","Accountant"," employee.1573@pnrao.com ","Female","2025-06-19","","79147","PNR-2598","3","Active"
"PNR-1574","David Brown","Research & Development","Lab Technician"," employee.1574@pnrao.com ","","2024-04-21","  ","57580","PNR-1331","3","Active"
"PNR-1575","Chris Taylor","Marketing","Digital Marketer","employee.1575@pnrao.com","Male"," 2019-09-04 ","","68700","PNR-2169","4","Active"
"PNR-1576","","IT Support","#N/A","employee.1576@pnrao.com","Non-binary",""," 2021-12-14 ","174517","","4","Terminated"
"PNR-1577","Mary Sharma","Research & Development","Scientist","employee.1577@pnrao.com","Non-binary","2018-01-02"," 2018-09-20 ","84352","PNR-2455","5","Terminated"
"PNR-1578","#N/A","Marketing","Marketing Coordinator","employee.1578@pnrao.com","Male","2022-10-03","","","PNR-2831","4"," Active "
"PNR-1578","Olivia Williams","Marketing","Marketing Coordinator","employee.1578@pnrao.com","Male","2022-10-03","","83708","PNR-2831","4","Active"
"PNR-1579","Mary Williams","Marketing","Digital Marketer","employee.1579@pnrao.com","Male","2018-12-20","","64834","PNR-1410","3","Active"
"PNR-1581","Michael Williams","Marketing","Marketing Manager"," employee.1581@pnrao.com ","Non-binary","2018-10-09","#N/A","120643","","5","Active"
"PNR-1581","Michael Williams","Marketing","Marketing Manager","employee.1581@pnrao.com","Non-binary","2018-10-09","","120643","","5","Active"
" PNR-1583 ","Olivia Singh"," Human Resources ","HR Generalist","employee.1583@pnrao.com","","2023-04-27","2028-03-22","68703","PNR-2952","3","Terminated"
"PNR-1583","Olivia Singh","Human Resources","HR Generalist","employee.1583@pnrao.com","Female","2023-04-27","2028-03-22","68703","PNR-2952","3","Terminated"
"PNR-1585"," Emma Sharma ","Research & Development","","employee.1585@pnrao.com","Female","2019-05-07","","96811","PNR-2241","2","Active"
"PNR-1586","","Human Resources","HR Coordinator"," employee.1586@pnrao.com ","","2025-05-17","","60090","PNR-1382","3","Active"
"PNR-1587","Chris Wilson","IT Support","IT Technician"," employee.1587@pnrao.com "," Non-binary ","2018-12-23","","59898"," PNR-2579 ","2","Active"
"PNR-1588","Mary Sharma"," Quality Control ","QC Inspector","employee.1588@pnrao.com","Female","2021-03-06","","65568","PNR-2331","4","Active"
"PNR-1589","Anika Sharma","","Logistics Coordinator","employee.1589@pnrao.com","Male","2023-04-28","  ","78297","PNR-1674","4","Active"
"PNR-1589","Anika Sharma","Logistics","Logistics Coordinator","employee.1589@pnrao.com","Male","2023-04-28","","78297","PNR-1674","4","Active"
" PNR-1591 ","Rohan Patel","#N/A","Accountant","employee.1591@pnrao.com","Female","2018-05-19","  ","","","4","Active"
"PNR-1592","Rohan Singh","Sales","#N/A","employee.1592@pnrao.com","Non-binary","2018-10-15","","141233","","4","Active"
" PNR-1593 ","Aditya Brown","","Account Manager","employee.1593@pnrao.com","Non-binary","2021-05-18","","152312","#N/A","3","Active"
" PNR-1594 "," Saanvi Williams ","Sales"," Account Manager ","","Male","2024-07-02","","159200","","2","Active"
"PNR-1595","Olivia Brown","IT Support","IT Manager"," employee.1595@pnrao.com ","Female"," 2018-05-12 ","","154672","","4","Active"
"PNR-1596",""," Human Resources ","Recruiter","employee.1596@pnrao.com"," Female ","2020-02-03","","67712","PNR-1794","3"," Active "
"PNR-1597","","Human Resources"," HR Generalist ","","","#N/A","","73463","PNR-2620","3","Active"
" PNR-1598 ","Aarav Wilson","#N/A","","employee.1598@pnrao.com","Non-binary","2024-08-19","","66663","PNR-1846","3","Active"
"PNR-1599","Michael Smith","","Financial Analyst","employee.1599@pnrao.com","Non-binary","2024-07-07","","60192","PNR-2008","3"," Active "
"PNR-1600","Sarah Patel"," Marketing ","","employee.1600@pnrao.com","Male","2025-02-07","","122153","","3"," Active "
"PNR-1601","Saanvi Jones","Production","","employee.1601@pnrao.com","Male",""," 2027-04-06 ","168296","","2","Terminated"
"#N/A"," Aarav Jones ","Sales","Account Manager","employee.1602@pnrao.com","Non-binary","2018-07-24","","177528","","5"," Active "
"PNR-1603","Anika Patel","Marketing"," Marketing Coordinator ","employee.1603@pnrao.com","Female","","","74450"," PNR-2758 ","2","Active"
"PNR-1603","Anika Patel","Marketing","Marketing Coordinator","employee.1603@pnrao.com","Female","2025-09-28","","74450","PNR-2758","2","Active"
"PNR-1605","Sarah Wilson","Human Resources","Recruiter","employee.1605@pnrao.com","","2021-01-08","","81226","PNR-1622","5","Active"
"PNR-1606","Emma Wilson"," Sales "," Regional Sales Manager "," employee.1606@pnrao.com ","Non-binary","2025-03-19","","","","3",""
"PNR-1606","Emma Wilson","Sales","Regional Sales Manager","employee.1606@pnrao.com","Non-binary","2025-03-19","","164837","","3","Active"
"PNR-1608",""," Logistics ","Logistics Coordinator","employee.1608@pnrao.com","Male","#N/A","","78603","PNR-1638","3","Active"
"PNR-1609","Olivia Patel","Quality Control","QC Manager","employee.1609@pnrao.com","Female","2018-03-04","","135733","  ","5","Active"
"PNR-1610","Chris Williams","","Line Supervisor","employee.1610@pnrao.com","Female","2019-10-05","","59325","PNR-1293","5","Active"
"","Anika Sharma","Research & Development","Scientist","employee.1611@pnrao.com","Female","#N/A","","62367","PNR-2705","3"," Active "
"PNR-1612","Chris Jones","IT Support","IT Technician","employee.1612@pnrao.com","Female"," 2019-10-21 ","","69266","PNR-1806","4","Active"
"","Emma Brown","Production","Line Supervisor","","Male","","","83224","#N/A","2","Terminated"
"PNR-1614","Mary Sharma","Finance","#N/A","employee.1614@pnrao.com","Female","2019-05-03","2020-03-24","79410","PNR-2570","3","Terminated"
"","Mary Williams","Finance","#N/A"," employee.1615@pnrao.com ","Male","2024-07-16","","83968","PNR-2939","2"," Active "
"PNR-1616"," Aditya Smith ","Sales","Regional Sales Manager","employee.1616@pnrao.com","","2023-03-06","","150591","","","Terminated"
"PNR-1617","Chris Wilson","Finance","Financial Analyst","employee.1617@pnrao.com","Male","2018-12-10","","78020","PNR-2398","5"," Active "
" PNR-1618 ","Mary Taylor","Production","Production Worker","employee.1618@pnrao.com","Female","2025-08-17","  ","81172","PNR-2211","2","Active"
"PNR-1618","Mary Taylor","Production","Production Worker","employee.1618@pnrao.com","Female","2025-08-17","","81172","PNR-2211","2","Active"
"#N/A","Michael Taylor","Human Resources"," HR Generalist ","employee.1620@pnrao.com","Female","2020-12-20","","","PNR-1715","5","Active"
"PNR-1620","Michael Taylor","Human Resources","HR Generalist","employee.1620@pnrao.com","Female","2020-12-20","","64917","PNR-1715","5","Active"
"PNR-1622"," Anika Williams ","Marketing","Marketing Manager","employee.1622@pnrao.com","Female","","","129740","","2","Terminated"
"PNR-1623","","Finance","","employee.1623@pnrao.com","","2020-08-20","","73689","PNR-1576","4","Active"
"PNR-1624","","Logistics","Warehouse Associate","","Female","","","64042","PNR-1762","3","Active"
"PNR-1625","Anika Brown","IT Support","Help Desk Specialist","employee.1625@pnrao.com","Male","2019-08-05","","76924"," PNR-1898 ","3","Active"
"PNR-1626","Chris Brown","Production","Line Supervisor"," employee.1626@pnrao.com ","Male","2025-06-17","","60275","PNR-2902","4","Active"
"PNR-1627","Aarav Jones","Logistics"," Warehouse Associate ","employee.1627@pnrao.com","Male","2022-12-16","","73442","PNR-1514","4","Terminated"
"PNR-1628","Anika Patel","Sales","Account Manager","employee.1628@pnrao.com","Male","2025-02-19","","165092","  ","2","Active"
"PNR-1629","Emma Kumar","Finance","Controller","employee.1629@pnrao.com","Female","2025-07-03","","82179"," PNR-1382 ","3"," Active "
"","David Singh"," Production ","Operations Manager","employee.1630@pnrao.com",""," 2020-12-01 ","","122856","","3","Active"
"PNR-1630","David Singh","Production","Operations Manager","employee.1630@pnrao.com","Male","2020-12-01","","122856","","3","Active"
"","Priya Sharma","Sales","Account Manager","employee.1632@pnrao.com","Female","2022-01-26","","168107","","","Active"
"PNR-1633","John Wilson","Sales","Regional Sales Manager","","Non-binary","2025-01-25","","153225","","5","Active"
"PNR-1634","Emma Kumar",""," Logistics Coordinator ","employee.1634@pnrao.com","Female","#N/A","","80601","PNR-2829","3",""
"PNR-1634","Emma Kumar","Logistics","Logistics Coordinator","employee.1634@pnrao.com","Female","2023-08-12","","80601","PNR-2829","3","Active"
"PNR-1636","Olivia Jones","Marketing","Digital Marketer","employee.1636@pnrao.com","Non-binary","2022-11-24","","65118","PNR-2678","","Active"
"PNR-1637","Chris Kumar","","Marketing Coordinator","employee.1637@pnrao.com","Non-binary","2020-10-28","","62179","PNR-1046","5"," Active "
"","","Marketing","Marketing Manager","employee.1638@pnrao.com","Non-binary"," 2020-09-08 ","","167298","","5","Active"
"PNR-1639","Michael Brown","Finance","Financial Analyst","employee.1639@pnrao.com","","2025-08-27","","62691","",""," Active "
" PNR-1640 ","Rohan Sharma","Sales","Account Manager","employee.1640@pnrao.com","Male","2023-06-04","","","#N/A","2","Active"
"PNR-1640","Rohan Sharma","Sales","Account Manager","employee.1640@pnrao.com","Male","2023-06-04","","171495","","2","Active"
" PNR-1642 ","David Patel","Marketing","Marketing Coordinator","employee.1642@pnrao.com","Male","2019-08-15","","","PNR-1382","2","Active"
"PNR-1643","Aarav Sharma","Finance","Accountant","employee.1643@pnrao.com","Non-binary","2019-10-24","","73072","PNR-1320","3"," Active "
"PNR-1644","Sarah Singh","Human Resources","HR Generalist","employee.1644@pnrao.com","Male","2025-07-31","","67268","PNR-2080","3","Active"
" PNR-1645 "," Saanvi Jones ","Logistics","Warehouse Associate","employee.1645@pnrao.com","Non-binary","2018-01-07","","76147","PNR-2176","4",""
"PNR-1646","John Sharma","Research & Development","Lab Technician","employee.1646@pnrao.com","Non-binary","2019-07-20","","80745","PNR-1595","5","Active"
"PNR-1647"," Aditya Smith ","Sales","Regional Sales Manager","employee.1647@pnrao.com","Female","2018-04-02","  ","176974","","4","Active"
"PNR-1648","David Patel","Research & Development","Lab Technician","employee.1648@pnrao.com","Male","2024-05-14","2027-01-13","67527","PNR-1581","2","Terminated"
"","","Research & Development","Scientist","employee.1649@pnrao.com","Non-binary","2022-07-08","  ","74909","PNR-1208","","Active"
"PNR-1649","John Wilson","Research & Development","Scientist","employee.1649@pnrao.com","Non-binary","2022-07-08","","74909","PNR-1208","5","Active"
"PNR-1651"," Emma Taylor "," Sales ","Regional Sales Manager","employee.1651@pnrao.com"," Female ","2025-07-05","","133716","","5","Active"
"PNR-1652","Priya Singh","Marketing","Marketing Manager"," employee.1652@pnrao.com ","Male","2020-04-11","","134010","","3"," Active "
"PNR-1653","John Williams","Finance","Controller","employee.1653@pnrao.com","","2024-10-21","2029-11-08","72545","PNR-1663","3",""
" PNR-1654 ","","Quality Control","QC Inspector","employee.1654@pnrao.com","Female","2025-08-04","","64651","","3","Active"
"PNR-1655","#N/A","IT Support","Help Desk Specialist","employee.1655@pnrao.com","Male","2021-07-17","2024-08-18","68936","PNR-1032","4","Terminated"
"PNR-1656","","Finance"," Financial Analyst ","employee.1656@pnrao.com","","2024-12-07","","80977","PNR-1324","5"," Active "
"PNR-1657","#N/A","Finance","#N/A","employee.1657@pnrao.com"," Non-binary ","2023-09-15","","84514"," PNR-1470 ","3","Active"
"PNR-1658","Aarav Patel","Sales","Sales Associate","employee.1658@pnrao.com","Female","2023-08-17","  ","78113","PNR-2405","2"," Active "
" PNR-1659 ","David Smith","","QC Inspector","employee.1659@pnrao.com","Non-binary"," 2020-09-27 ","","76156","PNR-1392","4",""
"#N/A","Aditya Smith","Human Resources","HR Coordinator","employee.1660@pnrao.com","Female","2023-12-02","","82096"," PNR-2302 ","3","Active"
"PNR-1661","Sarah Singh","Finance","Controller"," employee.1661@pnrao.com ","Female","2019-08-08","","83233","PNR-1742","3"," Active "
"PNR-1662","Emma Brown","Research & Development","Research Lead","employee.1662@pnrao.com","Non-binary","2018-01-26","","","","2","Active"
" PNR-1663 ","Olivia Jones","Sales","Regional Sales Manager","employee.1663@pnrao.com"," Female ","","","121214","","4","Active"
"#N/A","Anika Singh","Logistics","Warehouse Associate","employee.1664@pnrao.com","Non-binary","2019-06-03","  ",""," PNR-1824 ","4","Active"
"PNR-1664","Anika Singh","Logistics","Warehouse Associate","employee.1664@pnrao.com","Non-binary","2019-06-03","","68853","PNR-1824","4","Active"
"PNR-1666"," Priya Williams ","Human Resources","HR Coordinator","employee.1666@pnrao.com","Non-binary","2020-10-12","","80763","PNR-2110","2",""
"PNR-1667","Michael Brown","Sales"," Sales Associate "," employee.1667@pnrao.com ","Non-binary"," 2018-12-13 ","","72576","PNR-1509","","Active"
"PNR-1668","David Williams","Production","Production Worker","employee.1668@pnrao.com","Female","","","","PNR-2939","4","Active"
"","Chris Jones","Sales","Account Manager","employee.1669@pnrao.com","Male","2024-11-07","","140424","","5",""
" PNR-1670 ","Rohan Kumar","Human Resources","HR Generalist","employee.1670@pnrao.com","Male","2018-11-26","  ","57347","PNR-2595","3"," Active "
"PNR-1670","Rohan Kumar","Human Resources","HR Generalist","employee.1670@pnrao.com","Male","2018-11-26","","57347","PNR-2595","3","Active"
"","Anika Williams","","HR Generalist","employee.1672@pnrao.com","Female"," 2021-06-14 ","","69268","PNR-1793","","#N/A"
"PNR-1673","Anika Smith"," IT Support ","IT Technician","employee.1673@pnrao.com"," Non-binary ","2018-04-22","","82823","PNR-1352","4","Active"
"PNR-1674","#N/A","Quality Control","QC Manager","employee.1674@pnrao.com","Male","","2027-11-11","164304","  ","3","Terminated"
"PNR-1675","Olivia Taylor","Logistics","Logistics Coordinator","employee.1675@pnrao.com","Non-binary","2019-11-18","","60118","PNR-1698","4","Active"
"PNR-1676","Olivia Brown","Sales","Sales Associate"," employee.1676@pnrao.com ","Male","2024-11-22","","79465","PNR-2069","2","Active"
"PNR-1676","Olivia Brown","Sales","Sales Associate","employee.1676@pnrao.com","Male","2024-11-22","","79465","PNR-2069","2","Active"
"PNR-1678","Rohan Smith","Research & Development","Lab Technician","employee.1678@pnrao.com"," Female ","","","55353","PNR-2496","4","Active"
"PNR-1679","Aarav Williams","Research & Development","Scientist","employee.1679@pnrao.com","Male","2023-06-17","  ","77757","","3","Active"
"PNR-1680","Emma Smith"," Quality Control ","#N/A","employee.1680@pnrao.com","","2022-03-06","2027-04-23","146945","","3"," Terminated "
"PNR-1681","Aarav Kumar"," Finance ","Financial Analyst","employee.1681@pnrao.com"," Non-binary ","2019-10-03","2023-05-10","83963","PNR-2248","4","Terminated"
" PNR-1682 ","John Sharma","IT Support","IT Manager","employee.1682@pnrao.com",""," 2018-10-20 ","","154989","","3","Active"
"PNR-1682","John Sharma","IT Support","IT Manager","employee.1682@pnrao.com","Non-binary","2018-10-20","","154989","","3","Active"
"PNR-1684","John Singh","Marketing"," Marketing Coordinator ","employee.1684@pnrao.com","Male","2022-10-11","","60898","PNR-1005","3","Active"
"PNR-1685","Mary Patel","Finance","","employee.1685@pnrao.com","Non-binary","2021-07-24","","","PNR-1152","3","Active"
"PNR-1686","Emma Wilson","Quality Control","QC Inspector","employee.1686@pnrao.com"," Male "," 2023-05-13 ","","70550","PNR-1904","2","Active"
"PNR-1686","Emma Wilson","Quality Control","QC Inspector","employee.1686@pnrao.com","Male","2023-05-13","","70550","PNR-1904","2","Active"
